 HR,Name,ID,#,Ltr,Dbl,Con#,Con,RA,RAm,RAs,,Dec,Dm,Ds,Vmag,B-V,U-B,Sp Type,pmRA,pmD,Distance,RV,Sid Lat,Sid Lon,Zod lon,Zod
3755,,3 Leo,3,,,12,Leo,9,28,29.2,N,8,11,18,5.71,1.04,0.9,K0III,-0.027,-0.03,,22,-6.623,324.2665,25,Cnc
3773,Alterf,Lam Leo,4,Lam,,12,Leo,9,31,43.2,N,22,58,5,4.31,1.54,1.89,K5III,-0.021,-0.033,163,27,7.6583,320.3142,21,Cnc
3779,,6 Leo,6,,,12,Leo,9,31,57.6,N,9,42,57,5.07,1.37,1.53,K2.5IIIb,-0.003,-0.013,,19,-4.9014,324.5968,25,Cnc
3782,,Xi Leo,5,Xi,,12,Leo,9,31,56.7,N,11,17,59,4.97,1.05,0.86,K0-III-IIIb,-0.094,-0.082,116.4,29,-3.3994,324.0879,25,Cnc
3818,,7 Leo,7,,A,12,Leo,9,35,52.9,N,14,22,47,6.36,0.01,0.03,A1V,-0.038,0,543.3,20,-0.1715,324.0118,25,Cnc
3826,,8 Leo,8,,,12,Leo,9,37,2.6,N,16,26,16,5.69,1.25,,gK1,-0.014,-0.006,,6,1.869,323.6133,24,Cnc
3827,,10 Leo,10,,,12,Leo,9,37,12.7,N,6,50,9,5,1.05,0.87,K1III,-0.06,0.001,171.6,20,-7.2131,326.7655,27,Cnc
3852,Subra,Omi Leo,14,Omi,,12,Leo,9,41,9,N,9,53,32,3.52,0.49,0.21,F6II+A1-5V,-0.142,-0.037,95.9,27,-4.003,326.6879,27,Cnc
3853,,13 Leo,13,,,12,Leo,9,41,38.5,N,25,54,46,6.24,1.25,,gK2,-0.014,-0.033,250.8,-26,11.1819,321.5013,22,Cnc
3861,,15 Leo,15,,,12,Leo,9,43,33.3,N,29,58,28,5.64,0.12,0.08,A2IV,-0.018,-0.1,,16,15.1526,320.5,21,Cnc
3866,,Psi Leo,16,Psi,,12,Leo,9,43,43.9,N,14,1,18,5.35,1.63,1.95,M2IIIab,0.004,-0.003,,8,0.1092,325.9273,26,Cnc
3873,,Eps Leo,17,Eps,,12,Leo,9,45,51.1,N,23,46,27,2.98,0.8,0.47,G1II,-0.046,-0.011,326,4,9.485,323.1459,24,Cnc
3877,,18 Leo,18,,,12,Leo,9,46,23.3,N,11,48,36,5.63,1.49,,gK4,-0.017,0.015,,30,-1.7656,327.27,28,Cnc
3880,,19 Leo,19,,,12,Leo,9,47,25.9,N,11,34,6,6.45,0.43,0.09,A7Vn,-0.053,0.005,,-4,-1.9085,327.5914,28,Cnc
3889,,20 Leo,20,,,12,Leo,9,49,50.1,N,21,10,46,6.09,0.25,0.18,A7IVn,-0.043,-0.012,,26,7.3505,324.9075,25,Cnc
3896,,23 Leo,23,,,12,Leo,9,51,2,N,13,3,58,6.46,1.58,1.92,M0III,0.028,-0.008,,-9,-0.2002,327.9188,28,Cnc
3900,,22 Leo,22,,,12,Leo,9,51,53,N,24,23,43,5.32,0.23,0.08,A5IV,0.006,-0.179,81.5,-2,10.5388,324.2471,25,Cnc
3905,Rasalas,Mu Leo,24,Mu,,12,Leo,9,52,45.8,N,26,0,25,3.88,1.22,1.39,K2III,-0.216,-0.056,130.4,14,12.1224,323.8709,24,Cnc
3937,,Nu Leo,27,Nu,,12,Leo,9,58,13.4,N,12,26,41,5.26,-0.04,-0.13,B9IV,-0.025,-0.015,181.1,14,-0.1865,329.7788,30,Cnc
3950,,Pi Leo,29,Pi,,12,Leo,10,0,12.8,N,8,2,39,4.7,1.6,1.93,M2-IIIab,-0.03,-0.023,191.8,23,-4.1527,331.754,2,Leo
3975,,Eta Leo,30,Eta,,12,Leo,10,7,20,N,16,45,46,3.52,-0.03,-0.21,A0Ib,-0.002,0,1086.7,3,4.6378,330.3462,1,Leo
3980,,31 Leo,31,,,12,Leo,10,7,54.3,N,9,59,51,4.37,1.45,1.75,K3.5IIIb,-0.08,-0.061,,41,-1.653,332.8549,3,Leo
3982,Regulus,Alp Leo,32,Alp,A,12,Leo,10,8,22.3,N,11,58,2,1.35,-0.11,-0.36,B7V,-0.248,0.006,72.4,6,0.2334,332.27,3,Leo
3998,,34 Leo,34,,,12,Leo,10,11,38.2,N,13,21,18,6.44,0.46,0.02,F7V,0.04,-0.036,,-16,1.817,332.5254,3,Leo
4030,,35 Leo,35,,,12,Leo,10,16,32.3,N,23,30,11,5.97,0.67,,G1.5IV-V,-0.205,0.036,95.9,-33,11.7179,329.9412,30,Cnc
4031,Adhafera,Zet Leo,36,Zet,,12,Leo,10,16,41.4,N,23,25,2,3.44,0.31,0.2,F0III,0.018,-0.007,191.8,-16,11.6508,330.0064,1,Leo
4035,,37 Leo,37,,,12,Leo,10,16,40.7,N,13,43,42,5.41,1.61,1.95,M1.5IIIab,-0.023,-0.016,,3,2.6077,333.5382,4,Leo
4039,,39 Leo,39,,,12,Leo,10,17,14.6,N,23,6,22,5.82,0.5,-0.05,F8Vbw,-0.408,-0.1,52.6,38,11.408,330.2435,1,Leo
4054,,40 Leo,40,,,12,Leo,10,19,44.1,N,19,28,15,4.79,0.45,0.01,F6IV,-0.234,-0.214,62.7,7,8.2349,332.14,3,Leo
4057,Algieba,Gam1 Leo,41,Gam1,A,12,Leo,10,19,58.3,N,19,50,30,2.61,1.15,1,K1-IIIb,0.306,-0.147,148.2,-37,8.6011,332.0557,3,Leo
4058,,Gam2 Leo,41,Gam2,B,12,Leo,10,19,58.6,N,19,50,26,3.8,,,G7III,0.312,-0.169,148.2,-36,8.6005,332.0572,3,Leo
4070,,42 Leo,42,,,12,Leo,10,21,50.3,N,14,58,32,6.12,0.02,-0.02,A1V,-0.035,-0.015,,9,4.2284,334.2554,5,Leo
4077,,43 Leo,43,,,12,Leo,10,23,0.4,N,6,32,33,6.07,1.12,1.14,K3III,-0.018,-0.1,,-24,-3.5314,337.5828,8,Leo
4088,,44 Leo,44,,,12,Leo,10,25,15.2,N,8,47,5,5.61,1.62,1.97,M3IIIabs,0.014,-0.042,,-20,-1.2359,337.2854,8,Leo
4101,,45 Leo,45,,,12,Leo,10,27,39,N,9,45,45,6.04,-0.06,-0.09,A0p,0.007,0.002,,-8,-0.1059,337.4789,8,Leo
4127,,46 Leo,46,,,12,Leo,10,32,11.8,N,14,8,14,5.46,1.68,2.04,M1.5IIIb,-0.042,0.024,,34,4.3803,336.9029,7,Leo
4133,,Rho Leo,47,Rho,,12,Leo,10,32,48.7,N,9,18,24,3.85,-0.14,-0.96,B1Ib,-0.007,-0.003,296.4,42,-0.0547,338.8299,9,Leo
4146,,48 Leo,48,,,12,Leo,10,34,48,N,6,57,13,5.08,0.94,0.64,G8.5III,-0.102,0.056,95.9,5,-2.0569,340.158,11,Leo
4148,,49 Leo,49,,,12,Leo,10,35,2.2,N,8,39,1,5.67,0.05,0.05,A2V,-0.055,-0.006,652,17,-0.4581,339.5833,10,Leo
4208,,51 Leo,51,,,12,Leo,10,46,24.5,N,18,53,29,5.49,1.12,,gK3,0.097,-0.038,,-6,10.0924,338.2788,9,Leo
4209,,52 Leo,52,,,12,Leo,10,46,25.3,N,14,11,41,5.48,0.91,0.59,gG4,-0.123,-0.066,,35,5.7495,340.0914,11,Leo
4227,,53 Leo,53,,,12,Leo,10,49,15.4,N,10,32,43,5.34,0.03,0.02,A2V,-0.003,-0.025,465.7,-7,2.639,342.1224,13,Leo
4253,,p1 Leo,,p1,,12,Leo,10,53,43.7,S,2,7,45,5.45,0.96,0.77,G8III,-0.084,0.013,,15,-8.6498,347.9996,18,Leo
4259,,54 Leo,54,,A,12,Leo,10,55,36.8,N,24,44,59,4.5,0.01,0.02,A1V,-0.072,-0.012,217.3,5,16.3392,337.9461,8,Leo
4260,,54 Leo,54,,B,12,Leo,10,55,37.3,N,24,44,56,6.3,,,A2Vn,-0.074,-0.026,217.3,-1,16.3392,337.9482,8,Leo
4265,,55 Leo,55,,,12,Leo,10,55,42.4,N,0,44,13,5.91,0.42,-0.02,F2/3III/V,0.106,0,232.9,-2,-5.809,347.3485,18,Leo
4267,,56 Leo,56,,,12,Leo,10,56,1.5,N,6,11,7,5.81,1.45,1,M5.5III,-0.022,-0.008,,-13,-0.7433,345.3315,16,Leo
4291,,58 Leo,58,,,12,Leo,11,0,33.6,N,3,37,3,4.84,1.16,1.12,K1III,0.014,-0.016,465.7,6,-2.6724,347.3604,18,Leo
4294,,59 Leo,59,,,12,Leo,11,0,44.8,N,6,6,5,4.99,0.16,0.11,A5III,-0.048,-0.025,93.1,-12,-0.3606,346.4476,17,Leo
4299,,61 Leo,61,,,12,Leo,11,1,49.7,S,2,29,5,4.74,1.62,1.95,M0III,0.012,-0.038,101.9,-14,-8.1766,350.0238,21,Leo
4300,,60 Leo,60,,,12,Leo,11,2,19.8,N,20,10,47,4.42,0.05,0.05,A1m,-0.006,0.042,191.8,-10,12.7713,341.2937,12,Leo
4306,,62 Leo,62,,,12,Leo,11,3,36.6,S,0,0,3,5.95,1.22,1.32,K3III,-0.057,0.001,,-8,-5.7099,349.466,20,Leo
4310,,Chi Leo,63,Chi,,12,Leo,11,5,1,N,7,20,10,4.63,0.33,0.08,F2III-IV,-0.341,-0.047,112.4,5,1.1972,346.9499,17,Leo
4319,,65 Leo,65,,,12,Leo,11,6,54.2,N,1,57,20,5.52,0.97,0.66,G9III,-0.383,-0.086,93.1,55,-3.5794,349.4663,20,Leo
4322,,64 Leo,64,,,12,Leo,11,7,39.7,N,23,19,25,6.46,0.16,0.12,A5m,-0.014,0.008,,-2,16.1605,341.169,12,Leo
4332,,67 Leo,67,,,12,Leo,11,8,49.1,N,24,39,30,5.68,0.06,0.12,A3IV,0.003,0.004,,-6,17.4907,340.8559,11,Leo
4356,,69 Leo,69,,,12,Leo,11,13,45.6,S,0,4,11,5.42,-0.03,-0.05,A0V,-0.043,-0.002,181.1,5,-4.7613,351.8395,22,Leo
4357,Zosma,Del Leo,68,Del,,12,Leo,11,14,6.5,N,20,31,25,2.56,0.12,0.12,A4V,0.142,-0.13,67.9,-20,14.2138,343.7576,14,Leo
4359,Chertan,The Leo,70,The,,12,Leo,11,14,14.4,N,15,25,46,3.34,-0.01,0.06,A2V,-0.061,-0.079,125.4,8,9.5534,345.864,16,Leo
4362,,72 Leo,72,,,12,Leo,11,15,12.2,N,23,5,44,4.63,1.66,1.85,M3IIb,-0.024,-0.006,326,16,16.6717,342.9177,13,Leo
4365,,73 Leo,73,,,12,Leo,11,15,51.9,N,13,18,27,5.32,1.2,1.09,K3III,-0.007,-0.008,,18,7.7626,347.0775,18,Leo
4368,,Phi Leo,74,Phi,,12,Leo,11,16,39.7,S,3,39,6,4.47,0.21,0.14,A7IVn,-0.108,-0.036,171.6,-3,-7.7645,353.9244,24,Leo
4371,,75 Leo,75,,,12,Leo,11,17,17.4,N,2,0,38,5.18,1.52,1.84,M0III-IIIb,0.056,-0.14,326,-59,-2.4925,351.8381,22,Leo
4381,,76 Leo,76,,,12,Leo,11,18,55,N,1,39,2,5.91,1.04,0.87,gK0,-0.038,-0.055,,5,-2.6606,352.3535,23,Leo
4386,,Sig Leo,77,Sig,,12,Leo,11,21,8.2,N,6,1,46,4.05,-0.06,-0.12,B9.5Vs,-0.092,-0.012,3260,-5,1.5913,351.1467,22,Leo
4399,,Iot Leo,78,Iot,,12,Leo,11,23,55.5,N,10,31,45,3.94,0.41,0.07,F4IV,0.168,-0.075,62.7,-10,6.0071,350.0072,21,Leo
4400,,79 Leo,79,,,12,Leo,11,24,2.3,N,1,24,28,5.39,0.94,0.66,G8III,-0.02,0.005,,-10,-2.3684,353.6271,24,Leo
4408,,81 Leo,81,,,12,Leo,11,25,36.4,N,16,27,23,5.57,0.36,0.02,F2V,-0.143,-0.005,,18,11.6124,347.9976,18,Leo
4410,,80 Leo,80,,,12,Leo,11,25,50,N,3,51,36,6.37,0.33,0.05,F3IV,-0.08,-0.041,,-3,0.0674,353.0749,24,Leo
4414,,83 Leo,83,,A,12,Leo,11,26,45.3,N,3,0,47,6.5,0.79,0.49,K0IV,-0.724,0.18,60.4,-3,-0.6184,353.6196,24,Leo
4418,,Tau Leo,84,Tau,,12,Leo,11,27,56.2,N,2,51,22,4.95,1,0.79,G7.5IIIa,0.018,-0.012,95.9,-9,-0.6434,353.9526,24,Leo
4426,,85 Leo,85,,,12,Leo,11,29,41.9,N,15,24,48,5.74,1.32,,gK4,-0.028,-0.045,,-29,11.0627,349.3441,20,Leo
4432,,87 Leo,87,,,12,Leo,11,30,18.9,S,3,0,13,4.77,1.54,1.83,K3.5III,0.022,-0.014,217.3,19,-5.7863,356.8178,27,Leo
4433,,86 Leo,86,,,12,Leo,11,30,29,N,18,24,35,5.52,1.05,0.82,K0III,-0.088,0.02,125.4,27,13.8818,348.2794,19,Leo
4437,,88 Leo,88,,A,12,Leo,11,31,44.9,N,14,21,52,6.2,0.57,0.07,G0V,-0.33,-0.189,93.1,-4,10.3062,350.2346,21,Leo
4455,,89 Leo,89,,,12,Leo,11,34,22,N,3,3,36,5.77,0.46,0.01,F5V,-0.182,-0.104,72.4,3,0.1947,355.3472,26,Leo
4456,,90 Leo,90,,,12,Leo,11,34,42.5,N,16,47,49,5.95,-0.16,-0.64,B4V,-0.011,0.003,1086.7,19,12.8276,349.8986,20,Leo
4471,,Ups Leo,91,Ups,,12,Leo,11,36,56.9,S,0,49,26,4.3,1,0.75,G8.5III,0.004,0.043,171.6,1,-3.1101,357.4775,28,Leo
4495,,92 Leo,92,,,12,Leo,11,40,47.1,N,21,21,10,5.26,0.98,0.44,K1III,-0.064,-0.049,,9,17.5876,349.3163,20,Leo
4527,,93 Leo,93,,,12,Leo,11,47,59.1,N,20,13,8,4.53,0.55,0.28,G5III-IVe,-0.149,-0.003,148.2,0,17.276,351.4152,22,Leo
4534,Denebola,Bet Leo,94,Bet,,12,Leo,11,49,3.6,N,14,34,19,2.14,0.09,0.07,A3V,-0.497,-0.114,39.8,0,12.2362,354.0586,25,Leo
4564,,95 Leo,95,,,12,Leo,11,55,40.5,N,15,38,48,5.53,0.11,0.12,A3V,0.009,0.002,,-21,13.8874,355.1047,26,Leo
1621,,HR 1621,,,,46,Lep,5,1,25.6,S,20,3,7,4.91,-0.05,-0.14,B9.5Vn,0.034,-0.015,,24,-42.5908,253.6385,14,Tau
1628,,HR 1628,,,,46,Lep,5,2,9.8,S,26,16,30,5.02,1.07,0.97,K1III,0.089,-0.073,465.7,27,-48.7761,252.6015,13,Tau
1634,,1 Lep,1,,,46,Lep,5,2,44.9,S,22,47,42,5.75,1.2,1.14,K1IV,0.059,0.023,,33,-45.3493,253.5354,14,Tau
1654,,Eps Lep,2,Eps,,46,Lep,5,5,27.7,S,22,22,16,3.19,1.46,1.78,K5III,0.025,-0.074,296.4,1,-45.0101,254.4967,15,Tau
1696,,Iot Lep,3,Iot,,46,Lep,5,12,17.9,S,11,52,9,4.45,-0.1,-0.4,B8V,0.027,-0.015,,25,-34.7527,258.1983,19,Tau
1702,,Mu Lep,5,Mu,,46,Lep,5,12,55.9,S,16,12,20,3.31,-0.11,-0.39,B9IIIp,0.043,-0.026,141.7,28,-39.0825,257.8352,18,Tau
1705,,Kap Lep,4,Kap,,46,Lep,5,13,13.9,S,12,56,29,4.36,-0.1,-0.37,B9V,-0.014,-0.009,95.9,18,-35.8414,258.3451,19,Tau
1723,,HR 1723,,,,46,Lep,5,15,24.3,S,26,56,36,5.07,-0.1,,B9V,0.01,-0.018,,29,-49.8177,256.9571,17,Tau
1737,,HR 1737,,,,46,Lep,5,17,40.2,S,13,31,11,5.5,0.93,0.62,sgG9,-0.012,-0.046,,75,-36.5146,259.6086,20,Tau
1756,,Lam Lep,6,Lam,,46,Lep,5,19,34.5,S,13,10,36,4.29,-0.26,-1.03,B0.5IV,-0.001,-0.003,,20,-36.2117,260.2193,21,Tau
1757,,Nu Lep,7,Nu,,46,Lep,5,19,59.1,S,12,18,56,5.3,-0.12,-0.4,B7IVnn,-0.006,0.009,,16,-35.3617,260.4329,21,Tau
1762,,HR 1762,,,,46,Lep,5,20,26.9,S,21,14,22,4.71,-0.05,-0.11,A0V,0.005,0,1630,30,-44.2609,259.5322,20,Tau
1771,,HR 1771,,,A,46,Lep,5,21,46.2,S,24,46,23,5.06,0.67,0.16,G7II-III,-0.024,-0.013,815,5,-47.8067,259.4756,20,Tau
1783,,8 Lep,8,,,46,Lep,5,23,30.2,S,13,55,38,5.25,-0.21,-0.87,B2IV,0.002,0.004,,18,-37.0346,261.3271,22,Tau
1829,Nihal,Bet Lep,9,Bet,,46,Lep,5,28,14.7,S,20,45,34,2.84,0.82,0.46,G5II,-0.004,-0.089,163,-14,-43.9303,262.1132,23,Tau
1849,,10 Lep,10,,,46,Lep,5,31,7.6,S,20,51,49,5.55,0,0.03,A0V,0.005,-0.044,203.8,-11,-44.0806,263.0362,24,Tau
1865,Arneb,Alp Lep,11,Alp,,46,Lep,5,32,43.8,S,17,49,20,2.58,0.21,0.23,F0Ib,0.001,0.002,465.7,24,-41.0691,263.8214,24,Tau
1968,,12 Lep,12,,,46,Lep,5,42,13.9,S,22,22,25,5.87,0.11,,A2,-0.004,0.018,,28,-45.7272,266.5527,27,Tau
1983,,Gam Lep,13,Gam,A,46,Lep,5,44,27.8,S,22,26,54,3.6,0.47,0,F6V,-0.293,-0.37,25.5,-10,-45.8221,267.2871,28,Tau
1998,,Zet Lep,14,Zet,,46,Lep,5,46,57.3,S,14,49,19,3.55,0.1,0.07,A3Vn,-0.016,-0.001,66.5,20,-38.2184,268.4271,29,Tau
2021,,HR 2021,,,,46,Lep,5,49,36.5,S,14,29,1,5.49,0.88,, gG6,-0.025,-0.044,362.2,-2,-37.8958,269.253,30,Tau
2035,,Del Lep,15,Del,,46,Lep,5,51,19.3,S,20,52,45,3.81,0.99,0.68,K0III,0.227,-0.649,148.2,99,-44.2983,269.6082,30,Tau
2085,,Eta Lep,16,Eta,,46,Lep,5,56,24.3,S,14,10,4,3.71,0.33,0.01,F1III,-0.042,0.139,49.4,-2,-37.6038,271.341,2,Gem
2140,,HR 2140,,,,46,Lep,6,3,15.5,S,26,17,4,5.04,1.34,1.44,K3III,0.056,0.092,,182,-49.7207,273.5707,4,Gem
2148,,17 Lep,17,,,46,Lep,6,4,59.1,S,16,29,4,4.93,0.24,0.12,A2e,-0.006,-0.001,101.9,20,-39.9174,273.9991,4,Gem
2155,,The Lep,18,The,,46,Lep,6,6,9.3,S,14,56,7,4.67,0.05,0.02,A1Vn,-0.018,0.014,271.7,32,-38.365,274.3373,5,Gem
2163,,HR 2163,,,,46,Lep,6,6,32,S,23,6,38,5.47,0.08,0.09,Am,-0.023,-0.023,232.9,-15,-46.5382,274.6251,5,Gem
2168,,19 Lep,19,,,46,Lep,6,7,41.6,S,19,9,57,5.31,1.68,1.96,M2III,0.013,0.054,,29,-42.5896,274.9088,5,Gem
2180,,HR 2180,,,,46,Lep,6,8,57.9,S,22,25,39,5.5,-0.01,,A0IV,0.002,-0.039,271.7,44,-45.8449,275.4155,6,Gem
5301,,ET Lib,,ET,,2,Lib,14,10,50.5,S,16,18,7,4.91,1.72,2.13,M2IIIa,0.006,-0.006,271.7,18,-2.6984,38.4771,9,Lib
5383,,2 Lib,2,,,2,Lib,14,23,25.6,S,11,42,51,6.21,0.99,,G7III,-0.009,-0.058,,-1,2.6437,39.8516,10,Lib
5390,,HR 5390,,,,2,Lib,14,24,48.6,S,24,48,23,5.32,0.96,0.71,G8III,-0.055,-0.016,135.8,-22,-9.6558,44.4091,15,Lib
5484,,4 Lib,4,,,2,Lib,14,43,13.6,S,24,59,51,5.73,-0.01,-0.08,B9,-0.019,-0.001,,-4,-8.5274,48.486,19,Lib
5503,,5 Lib,5,,,2,Lib,14,45,57.8,S,15,27,35,6.33,1.19,,K1III,-0.032,0,,-40,0.7716,46.2218,17,Lib
5523,,Mu Lib,7,Mu,,2,Lib,14,49,19.1,S,14,8,56,5.31,0.07,-0.05,A1p,-0.061,-0.014,543.3,-4,2.263,46.6083,17,Lib
5530,,Alp1 Lib,8,Alp1,B,2,Lib,14,50,41.2,S,15,59,50,5.15,0.41,-0.03,F4IV,-0.098,-0.066,65.2,-23,0.5897,47.4665,18,Lib
5531,Zubenelgenubi,Alp2 Lib,9,Alp2,A,2,Lib,14,50,52.7,S,16,2,30,2.75,0.15,0.09,A3IV,-0.106,-0.067,56.2,-10,0.5604,47.5235,18,Lib
5535,,11 Lib,11,,,2,Lib,14,51,1,S,2,17,57,4.94,0.98,0.72,G8III-IV,0.084,-0.123,203.8,83,13.7172,43.4637,14,Lib
5548,,12 Lib,12,,,2,Lib,14,54,20.1,S,24,38,32,5.3,1.32,1.54,K2III,-0.01,-0.027,79.5,9,-7.4454,50.8103,21,Lib
5554,,Xi1 Lib,13,Xi1,,2,Lib,14,54,22.9,S,11,53,54,5.8,0.97,0.72,G7III,-0.052,-0.01,,-24,4.7739,47.1326,18,Lib
5564,,Xi2 Lib,15,Xi2,,2,Lib,14,56,46.1,S,11,24,35,5.46,1.49,1.7,K4III,0.011,0.008,,15,5.4085,47.5532,18,Lib
5570,,16 Lib,16,,,2,Lib,14,57,11,S,4,20,47,4.49,0.32,0.05,F0V,-0.094,-0.15,69.4,22,12.2092,45.5916,16,Lib
5578,,17 Lib,17,,,2,Lib,14,58,13.4,S,11,9,18,6.6,0.01,,A1V,-0.011,-0.014,,-17,5.7535,47.8235,18,Lib
5582,,18 Lib,18,,,2,Lib,14,58,53.6,S,11,8,39,5.87,1.26,1.44,K3-III,-0.101,-0.061,,-12,5.81,47.9787,18,Lib
5586,,Del Lib,19,Del,,2,Lib,15,0,58.4,S,8,31,8,4.92,0,-0.1,B9.5V,-0.063,-0.005,163,-39,8.4738,47.724,18,Lib
5603,,Sig Lib,20,Sig,,2,Lib,15,4,4.2,S,25,16,55,3.29,1.7,1.94,M3-III,-0.073,-0.043,50.9,-4,-7.4402,53.1281,24,Lib
5622,,Nu Lib,21,Nu,,2,Lib,15,6,37.6,S,16,15,25,5.2,1.58,1.92,K5-III,-0.033,-0.022,163,-15,1.4084,51.2121,22,Lib
5652,,Iot1 Lib,24,Iot1,,2,Lib,15,12,13.3,S,19,47,30,4.54,-0.08,-0.35,A0p,-0.036,-0.039,108.7,-12,-1.6476,53.4457,24,Lib
5656,,Iot2 Lib,25,Iot2,,2,Lib,15,13,19.2,S,19,38,51,6.08,0.12,,A3Vn,-0.051,-0.037,,-4,-1.4412,53.6567,24,Lib
5657,,23 Lib,23,,,2,Lib,15,13,28.7,S,25,18,33,6.45,0.7,,G4V,-0.398,-0.071,95.9,3,-6.8972,55.1987,26,Lib
5662,,26 Lib,26,,,2,Lib,15,14,33.7,S,17,46,7,6.17,-0.05,-0.26,B9.5III,-0.022,-0.014,,-26,0.4494,53.4449,24,Lib
5678,,HR 5678,,,,2,Lib,15,16,23,S,22,23,58,5.5,1.38,1.48,K5III,-0.034,0.003,,-5,-3.9155,55.0715,26,Lib
5685,Zubeneschamali,Bet Lib,27,Bet,,2,Lib,15,17,0.4,S,9,22,59,2.61,-0.11,-0.36,B8V,-0.096,-0.019,,-35,8.7036,51.8126,22,Lib
5701,,28 Lib,28,,,2,Lib,15,20,53.7,S,18,9,31,6.17,1.02,0.73,G8III,-0.011,-0.061,,3,0.4538,55.0007,26,Lib
5703,,Omi Lib,29,Omi,,2,Lib,15,21,1.4,S,15,32,54,6.3,0.41,0.05,F0III,0.024,0.026,,5,2.9886,54.3657,25,Lib
5723,,Eps Lib,31,Eps,,2,Lib,15,24,11.9,S,10,19,20,4.94,0.44,0.02,F5IV,-0.067,-0.154,93.1,-10,8.2416,53.7866,24,Lib
5743,,Zet1 Lib,32,Zet1,,2,Lib,15,28,15.4,S,16,42,59,5.64,1.55,1.84,K5III,0.017,-0.032,,-21,2.28,56.3412,27,Lib
5750,,Zet3 Lib,34,Zet3,,2,Lib,15,30,40.4,S,16,36,34,5.82,1.06,,gG6,0.018,0.001,,-2,2.521,56.8771,27,Lib
5764,,Zet4 Lib,35,Zet4,,2,Lib,15,32,55.2,S,16,51,10,5.5,-0.14,-0.75,B2Vn,-0.011,-0.014,,9,2.4102,57.4581,28,Lib
5775,,36 Lib,36,,,2,Lib,15,34,37.3,S,28,2,49,5.15,1.3,1.16,K4III,0.014,-0.033,296.4,12,-8.3845,60.5087,1,Sco
5777,,37 Lib,37,,,2,Lib,15,34,10.7,S,10,3,52,4.62,1.01,0.86,K1III-IV,0.309,-0.234,120.7,48,9.0808,56.129,27,Lib
5780,,HR 5780,,,,2,Lib,15,34,26.6,S,9,11,0,5.17,-0.09,-0.45,B6IV,-0.016,-0.023,,-2,9.9525,55.9796,26,Lib
5787,,Gam Lib,38,Gam,,2,Lib,15,35,31.6,S,14,47,22,3.91,1.01,0.74,G8.5III,0.065,0.009,79.5,-28,4.5615,57.579,28,Lib
5794,,Ups Lib,39,Ups,,2,Lib,15,37,1.5,S,28,8,6,3.58,1.38,1.58,K3III,-0.009,0.003,74.1,-25,-8.3482,61.0505,2,Sco
5812,,Tau Lib,40,Tau,,2,Lib,15,38,39.4,S,29,46,40,3.66,-0.17,-0.7,B2.5V,-0.015,-0.03,,3,-9.8658,61.792,2,Sco
5814,,41 Lib,41,,,2,Lib,15,38,54.5,S,19,18,7,5.38,0.86,0.54,G8III,0.085,-0.076,,47,0.3504,59.4153,30,Lib
5824,,42 Lib,42,,,2,Lib,15,40,16.9,S,23,49,5,4.96,1.33,1.51,K3III,-0.013,-0.012,66.5,-22,-3.9794,60.761,1,Sco
5838,,Kap Lib,43,Kap,,2,Lib,15,41,56.8,S,19,40,44,4.74,1.57,1.95,M0-IIIb,-0.037,-0.103,81.5,-4,0.1412,60.1983,1,Sco
5848,,Eta Lib,44,Eta,,2,Lib,15,44,4.4,S,15,40,22,5.41,0.23,0.07,F0IV,-0.034,-0.066,,-31,4.1596,59.7941,30,Lib
5902,,Lam Lib,45,Lam,,2,Lib,15,53,20.1,S,20,10,2,5.03,-0.01,-0.56,B2.5V,-0.011,-0.023,,6,0.2271,62.9171,3,Sco
5908,,The Lib,46,The,,2,Lib,15,53,49.5,S,16,43,46,4.15,1.02,0.81,G8.5IIIb,0.099,0.133,90.6,3,3.6158,62.3133,3,Sco
5915,,47 Lib,47,,,2,Lib,15,55,0.3,S,19,22,59,5.94,-0.01,-0.53,B5V,-0.016,-0.02,,-7,1.0737,63.1387,4,Sco
5941,,48 Lib,48,,,2,Lib,15,58,11.4,S,14,16,46,4.88,-0.1,-0.2,B5IIIp,-0.012,-0.015,,-6,6.2245,62.8405,3,Sco
5954,,49 Lib,49,,,2,Lib,16,0,19.6,S,16,32,0,5.47,0.52,0.03,F8V,-0.63,-0.394,93.1,-25,4.1143,63.8013,4,Sco
5959,,50 Lib,50,,,2,Lib,16,0,47.6,S,8,24,41,5.55,0.05,-0.05,A0Vs,-0.014,-0.013,,-19,12.1009,62.2711,3,Sco
3764,,7 LMi,7,,,60,LMi,9,30,43.2,N,33,39,20,5.85,1.05,,gG8,-0.02,-0.049,,2,17.7059,316.5259,17,Cnc
3769,,8 LMi,8,,,60,LMi,9,31,32.4,N,35,6,11,5.37,1.53,1.81,M1IIIab,-0.056,-0.102,,38,19.1284,316.1835,17,Cnc
3791,,9 LMi,9,,,60,LMi,9,33,30.3,N,36,29,13,6.18,1.27,,gK4,0.031,-0.035,,-17,20.5669,316.0835,17,Cnc
3800,,10 LMi,10,,,60,LMi,9,34,13.4,N,36,23,51,4.55,0.92,0.62,G8.5III,0.006,-0.022,,-12,20.5319,316.2614,17,Cnc
3815,,11 LMi,11,,,60,LMi,9,35,39.6,N,35,48,37,5.41,0.77,0.44,G8V,-0.706,-0.241,29.9,13,20.0785,316.7672,17,Cnc
